date,train_id,station_id,station_name,station_seq,cum_distance_km,distance_to_next_km,distance_to_destination_km,journey_progress_frac,hour_of_day,day_of_week,is_peak_hour,is_weekend,current_delay_min,delay_trend,dwell_time_min,sched_section_min,actual_section_min,section_delay_delta_min,congestion_level,is_rain,is_fog,temperature_c,visibility_km,weather_severity,train_sched_avg_speed_kmph,train_congestion_sensitivity_meta,train_recovery_rate_meta,train_avg_delay,train_delay_std,station_avg_dwell,target_next_station_delay_min,target_final_delay_min
2026-07-18,12014,S06,Bhopal,5,610,65.0,790,0.4357142857142857,10,5,0,1,14.22,1.1100000000000012,7.7,43.96,45.06,1.1000000000000014,0.542,1,0,17.1,8.42,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.722413333333334,21.3,20.21
2026-07-18,12014,S07,Itarsi,6,675,147.0,725,0.48214285714285715,11,5,0,1,21.3,7.08,7.95,99.41,106.49,7.079999999999998,0.587,1,0,25.9,3.32,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.6069,23.55,20.21
2026-07-18,12014,S08,Nagpur,7,822,166.0,578,0.5871428571428572,13,5,0,1,23.55,2.25,7.73,112.25,114.51,2.260000000000005,0.04,1,0,33.5,3.36,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.591552298467688,16.58,20.21
2026-07-18,12014,S09,Raipur,8,988,119.0,412,0.7057142857142857,15,5,0,1,16.58,-6.970000000000002,10.61,80.47,73.5,-6.969999999999999,0.133,0,0,22.5,4.28,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.54272,17.17,20.21
2026-07-18,12014,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,17,5,1,1,17.17,0.5900000000000034,7.98,89.26,89.85,0.5899999999999892,0.638,1,0,36.9,3.48,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.693224516988675,20.21,20.21
2026-07-18,12014,S11,Cuttack,10,1239,161.0,161,0.885,18,5,1,1,20.21,3.039999999999999,7.02,108.87,111.92,3.049999999999997,0.52,0,0,20.2,5.29,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7306,20.21,20.21
2026-07-18,12014,S12,Bhubaneswar,11,1400,,0,1.0,20,5,1,1,20.21,0.0,0.0,,,,0.533,1,0,34.1,9.01,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,,20.21
2026-07-19,12014,S01,Delhi,0,0,147.0,1400,0.0,3,6,0,1,4.15,0.0,0.0,99.41,103.55,4.140000000000001,0.014,0,0,28.1,5.08,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,5.78,19.74
2026-07-19,12014,S02,Mathura,1,147,137.0,1253,0.105,5,6,0,1,5.78,1.63,6.09,92.64,94.28,1.6400000000000006,0.163,0,0,27.6,7.92,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.460106595602932,0.86,19.74
2026-07-19,12014,S03,Agra,2,284,59.0,1116,0.20285714285714285,6,6,0,1,0.86,-4.92,9.79,39.9,34.98,-4.920000000000002,0.064,0,0,38.1,4.23,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7025383077948035,6.29,19.74
2026-07-19,12014,S04,Gwalior,3,343,151.0,1057,0.245,7,6,1,1,6.29,5.43,9.43,102.11,107.54,5.430000000000007,0.666,0,0,36.2,5.55,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.746748834110593,12.08,19.74
2026-07-19,12014,S05,Jhansi,4,494,116.0,906,0.35285714285714287,9,6,1,1,12.08,5.79,6.74,78.44,83.08,4.640000000000001,0.688,1,0,25.2,6.53,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.890953333333334,11.59,19.74
2026-07-19,12014,S06,Bhopal,5,610,65.0,790,0.4357142857142857,11,6,0,1,11.59,-0.4900000000000002,6.97,43.96,44.62,0.6599999999999966,0.361,0,0,35.9,4.63,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.722413333333334,17.97,19.74
2026-07-19,12014,S07,Itarsi,6,675,147.0,725,0.48214285714285715,11,6,0,1,17.97,6.379999999999999,8.17,99.41,105.79,6.38000000000001,0.556,1,0,28.2,6.48,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.6069,16.35,19.74
2026-07-19,12014,S08,Nagpur,7,822,166.0,578,0.5871428571428572,13,6,0,1,16.35,-1.6199999999999974,7.13,112.25,110.64,-1.6099999999999994,0.145,1,0,35.0,5.31,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.591552298467688,16.48,19.74
2026-07-19,12014,S09,Raipur,8,988,119.0,412,0.7057142857142857,15,6,0,1,16.48,0.129999999999999,5.45,80.47,80.6,0.12999999999999545,0.001,1,0,26.5,5.04,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.54272,23.44,19.74
2026-07-19,12014,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,17,6,1,1,23.44,6.960000000000001,9.28,89.26,96.22,6.959999999999994,0.955,1,0,45.1,7.81,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.693224516988675,19.74,19.74
2026-07-19,12014,S11,Cuttack,10,1239,161.0,161,0.885,18,6,1,1,19.74,-3.700000000000003,6.48,108.87,105.17,-3.700000000000003,0.846,0,0,33.0,3.06,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7306,19.74,19.74
2026-07-19,12014,S12,Bhubaneswar,11,1400,,0,1.0,20,6,1,1,19.74,0.0,0.0,,,,0.652,0,0,21.5,7.16,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,,19.74
2026-07-20,12014,S01,Delhi,0,0,147.0,1400,0.0,3,0,0,0,4.45,0.0,0.0,99.41,103.86,4.450000000000003,0.128,0,0,17.3,6.42,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,4.22,25.19
2026-07-20,12014,S02,Mathura,1,147,137.0,1253,0.105,5,0,0,0,4.22,-0.23000000000000043,5.61,92.64,92.41,-0.23000000000000398,0.126,0,0,24.4,5.94,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.460106595602932,5.09,25.19
2026-07-20,12014,S03,Agra,2,284,59.0,1116,0.20285714285714285,6,0,0,0,5.09,0.8700000000000001,9.45,39.9,40.77,0.8700000000000045,0.1505,1,0,30.6,3.97,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7025383077948035,14.38,25.19
2026-07-20,12014,S04,Gwalior,3,343,151.0,1057,0.245,7,0,1,0,14.38,9.290000000000001,8.85,102.11,111.4,9.290000000000006,0.856,1,0,25.6,6.42,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.746748834110593,15.92,25.19
2026-07-20,12014,S05,Jhansi,4,494,116.0,906,0.35285714285714287,9,0,1,0,15.92,1.5399999999999991,10.56,78.44,79.99,1.5499999999999972,0.917,0,0,28.3,8.37,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.890953333333334,15.42,25.19
2026-07-20,12014,S06,Bhopal,5,610,65.0,790,0.4357142857142857,11,0,0,0,15.42,-0.5,6.06,43.96,43.45,-0.509999999999998,0.287,0,0,21.7,9.9,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.722413333333334,15.24,25.19
2026-07-20,12014,S07,Itarsi,6,675,147.0,725,0.48214285714285715,11,0,0,0,15.24,-0.17999999999999972,9.29,99.41,99.22,-0.18999999999999773,0.411,0,0,28.2,7.32,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.6069,21.62,25.19
2026-07-20,12014,S08,Nagpur,7,822,166.0,578,0.5871428571428572,13,0,0,0,21.62,6.380000000000001,5.87,112.25,118.64,6.390000000000001,0.097,1,0,26.8,6.5,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.591552298467688,24.99,25.19
2026-07-20,12014,S09,Raipur,8,988,119.0,412,0.7057142857142857,15,0,0,0,24.99,3.3699999999999974,5.41,80.47,83.84,3.3700000000000045,0.035,1,0,36.4,6.91,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.54272,22.74,25.19
2026-07-20,12014,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,17,0,1,0,22.74,-2.25,7.51,89.26,87.01,-2.25,0.904,1,0,31.4,8.35,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.693224516988675,25.19,25.19
2026-07-20,12014,S11,Cuttack,10,1239,161.0,161,0.885,18,0,1,0,25.19,2.450000000000003,6.03,108.87,111.32,2.4499999999999886,0.517,1,0,32.7,7.4,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7306,25.19,25.19
2026-07-20,12014,S12,Bhubaneswar,11,1400,,0,1.0,20,0,1,0,25.19,0.0,0.0,,,,0.739,1,0,26.2,3.59,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,,25.19
2026-07-21,12014,S01,Delhi,0,0,147.0,1400,0.0,3,1,0,0,5.41,0.0,0.0,99.41,104.82,5.409999999999997,0.262,1,0,21.6,7.08,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,10.07,24.52
2026-07-21,12014,S02,Mathura,1,147,137.0,1253,0.105,5,1,0,0,10.07,4.66,7.03,92.64,97.31,4.670000000000002,0.297,1,0,19.1,9.14,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.460106595602932,9.99,24.52
2026-07-21,12014,S03,Agra,2,284,59.0,1116,0.20285714285714285,6,1,0,0,9.99,-0.08000000000000007,5.95,39.9,39.82,-0.0799999999999983,0.031,1,0,22.2,8.57,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7025383077948035,10.17,24.52
2026-07-21,12014,S04,Gwalior,3,343,151.0,1057,0.245,7,1,1,0,10.17,0.17999999999999972,5.99,102.11,102.29,0.18000000000000682,0.597,1,0,28.9,8.15,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.746748834110593,10.22,24.52
2026-07-21,12014,S05,Jhansi,4,494,116.0,906,0.35285714285714287,9,1,1,0,10.22,0.05000000000000071,6.05,78.44,78.49,0.04999999999999716,0.509,0,0,28.8,4.27,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.890953333333334,10.77,24.52
2026-07-21,12014,S06,Bhopal,5,610,65.0,790,0.4357142857142857,10,1,0,0,10.77,0.5499999999999989,6.15,43.96,44.5,0.5399999999999991,0.405,1,0,26.8,5.16,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.722413333333334,14.07,24.52
2026-07-21,12014,S07,Itarsi,6,675,147.0,725,0.48214285714285715,11,1,0,0,14.07,3.3000000000000007,5.59,99.41,102.71,3.299999999999997,0.509,0,0,22.3,9.39,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.6069,19.42,24.52
2026-07-21,12014,S08,Nagpur,7,822,166.0,578,0.5871428571428572,13,1,0,0,19.42,5.350000000000001,6.42,112.25,117.61,5.359999999999999,0.203,1,0,31.3,4.29,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.591552298467688,18.72,24.52
2026-07-21,12014,S09,Raipur,8,988,119.0,412,0.7057142857142857,15,1,0,0,18.72,-0.7000000000000028,6.56,80.47,79.77,-0.7000000000000028,0.296,1,0,34.2,5.28,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.54272,20.86,24.52
2026-07-21,12014,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,17,1,1,0,20.86,2.1400000000000006,8.4,89.26,91.41,2.1499999999999915,0.536,0,0,36.3,8.81,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.693224516988675,24.52,24.52
2026-07-21,12014,S11,Cuttack,10,1239,161.0,161,0.885,18,1,1,0,24.52,3.66,9.25,108.87,112.53,3.6599999999999966,0.979,1,0,27.8,7.05,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7306,24.52,24.52
2026-07-21,12014,S12,Bhubaneswar,11,1400,,0,1.0,20,1,1,0,24.52,0.0,0.0,,,,0.973,0,0,25.9,6.33,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,,24.52
2026-07-22,12014,S01,Delhi,0,0,147.0,1400,0.0,3,2,0,0,-3.49,0.0,0.0,99.41,95.92,-3.489999999999995,0.226,1,0,25.5,6.43,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,-1.69,16.64
2026-07-22,12014,S02,Mathura,1,147,137.0,1253,0.105,5,2,0,0,-1.69,1.8000000000000003,6.79,92.64,94.45,1.8100000000000023,0.181,0,0,21.3,6.23,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.460106595602932,-0.73,16.64
2026-07-22,12014,S03,Agra,2,284,59.0,1116,0.20285714285714285,6,2,0,0,-0.73,0.96,6.24,39.9,40.86,0.9600000000000009,0.041,1,0,29.3,4.62,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7025383077948035,9.75,16.64
2026-07-22,12014,S04,Gwalior,3,343,151.0,1057,0.245,7,2,1,0,9.75,10.48,7.75,102.11,112.59,10.480000000000004,0.562,1,0,27.2,9.93,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.746748834110593,14.61,16.64
2026-07-22,12014,S05,Jhansi,4,494,116.0,906,0.35285714285714287,9,2,1,0,14.61,4.859999999999999,11.9,78.44,83.3,4.859999999999999,0.926,0,0,17.3,4.82,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.890953333333334,12.08,16.64
2026-07-22,12014,S06,Bhopal,5,610,65.0,790,0.4357142857142857,11,2,0,0,12.08,-2.5299999999999994,7.56,43.96,40.82,-3.1400000000000006,0.508,1,0,27.4,9.3,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.722413333333334,15.77,16.64
2026-07-22,12014,S07,Itarsi,6,675,147.0,725,0.48214285714285715,11,2,0,0,15.77,3.6899999999999995,5.9,99.41,103.71,4.299999999999997,0.475,1,0,32.5,8.45,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.6069,17.04,16.64
2026-07-22,12014,S08,Nagpur,7,822,166.0,578,0.5871428571428572,13,2,0,0,17.04,1.2699999999999996,6.65,112.25,113.52,1.269999999999996,0.152,0,0,24.3,4.23,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.591552298467688,21.35,16.64
2026-07-22,12014,S09,Raipur,8,988,119.0,412,0.7057142857142857,15,2,0,0,21.35,4.310000000000002,7.7,80.47,84.78,4.310000000000002,0.143,1,0,30.2,5.18,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.54272,19.15,16.64
2026-07-22,12014,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,17,2,1,0,19.15,-2.200000000000003,8.75,89.26,87.07,-2.190000000000012,0.531,0,0,22.5,4.53,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.693224516988675,16.64,16.64
2026-07-22,12014,S11,Cuttack,10,1239,161.0,161,0.885,18,2,1,0,16.64,-2.509999999999998,7.82,108.87,106.37,-2.5,0.824,0,0,27.4,6.06,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7306,16.64,16.64
2026-07-22,12014,S12,Bhubaneswar,11,1400,,0,1.0,20,2,1,0,16.64,0.0,0.0,,,,0.684,1,0,30.8,4.56,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,,16.64
2026-07-23,12014,S01,Delhi,0,0,147.0,1400,0.0,3,3,0,0,4.02,0.0,0.0,99.41,103.43,4.02000000000001,0.078,0,0,25.2,4.15,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,3.51,10.48
2026-07-23,12014,S02,Mathura,1,147,137.0,1253,0.105,5,3,0,0,3.51,-0.5099999999999998,9.37,92.64,92.13,-0.5100000000000051,0.173,0,0,33.8,3.19,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.460106595602932,2.38,10.48
2026-07-23,12014,S03,Agra,2,284,59.0,1116,0.20285714285714285,6,3,0,0,2.38,-1.13,9.39,39.9,38.77,-1.1299999999999955,0.09,0,0,28.8,8.54,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7025383077948035,8.02,10.48
2026-07-23,12014,S04,Gwalior,3,343,151.0,1057,0.245,7,3,1,0,8.02,5.64,8.44,102.11,107.75,5.640000000000001,0.548,1,0,32.8,8.68,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.746748834110593,7.44,10.48
2026-07-23,12014,S05,Jhansi,4,494,116.0,906,0.35285714285714287,9,3,1,0,7.44,-0.5799999999999992,8.21,78.44,77.86,-0.5799999999999983,0.946,1,0,27.8,8.85,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.890953333333334,8.06,10.48
2026-07-23,12014,S06,Bhopal,5,610,65.0,790,0.4357142857142857,11,3,0,0,8.06,0.6200000000000001,6.19,43.96,44.57,0.6099999999999994,0.405,0,0,30.2,7.09,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.722413333333334,5.35,10.48
2026-07-23,12014,S07,Itarsi,6,675,147.0,725,0.48214285714285715,11,3,0,0,5.35,-2.710000000000001,6.78,99.41,96.7,-2.7099999999999937,0.233,0,0,25.7,8.61,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.6069,7.87,10.48
2026-07-23,12014,S08,Nagpur,7,822,166.0,578,0.5871428571428572,13,3,0,0,7.87,2.5200000000000005,6.14,112.25,114.78,2.530000000000001,0.296,0,0,23.9,5.18,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.591552298467688,8.17,10.48
2026-07-23,12014,S09,Raipur,8,988,119.0,412,0.7057142857142857,15,3,0,0,8.17,0.2999999999999998,7.01,80.47,80.77,0.29999999999999716,0.212,0,0,24.6,4.48,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.54272,11.84,10.48
2026-07-23,12014,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,17,3,1,0,11.84,3.67,6.46,89.26,92.93,3.6700000000000017,0.849,1,0,26.0,6.72,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.693224516988675,10.48,10.48
2026-07-23,12014,S11,Cuttack,10,1239,161.0,161,0.885,18,3,1,0,10.48,-1.3599999999999994,9.24,108.87,107.51,-1.3599999999999994,0.561,0,0,26.3,3.47,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7306,10.48,10.48
2026-07-23,12014,S12,Bhubaneswar,11,1400,,0,1.0,20,3,1,0,10.48,0.0,0.0,,,,0.884,1,0,25.0,4.48,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,,10.48
2026-07-24,12014,S01,Delhi,0,0,147.0,1400,0.0,3,4,0,0,9.74,0.0,0.0,99.41,109.15,9.740000000000009,0.209,1,0,30.4,7.56,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,7.48,25.97
2026-07-24,12014,S02,Mathura,1,147,137.0,1253,0.105,5,4,0,0,7.48,-2.26,6.12,92.64,90.38,-2.260000000000005,0.128,0,0,21.1,7.66,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.460106595602932,6.94,25.97
2026-07-24,12014,S03,Agra,2,284,59.0,1116,0.20285714285714285,6,4,0,0,6.94,-0.54,5.54,39.9,39.36,-0.5399999999999991,0.065,1,0,24.3,3.91,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7025383077948035,8.94,25.97
2026-07-24,12014,S04,Gwalior,3,343,151.0,1057,0.245,7,4,1,0,8.94,1.9999999999999991,6.98,102.11,104.11,2.0,0.592,0,0,28.0,6.29,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.746748834110593,8.3,25.97
2026-07-24,12014,S05,Jhansi,4,494,116.0,906,0.35285714285714287,9,4,1,0,8.3,-0.6399999999999988,8.52,78.44,77.8,-0.6400000000000006,0.946,0,0,29.1,8.8,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.890953333333334,11.91,25.97
2026-07-24,12014,S06,Bhopal,5,610,65.0,790,0.4357142857142857,10,4,0,0,11.91,3.6099999999999994,8.14,43.96,47.57,3.6099999999999994,0.393,1,0,39.2,3.58,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.722413333333334,28.12,25.97
2026-07-24,12014,S07,Itarsi,6,675,147.0,725,0.48214285714285715,11,4,0,0,28.12,16.21,7.37,99.41,115.62,16.210000000000008,0.451,1,0,23.8,5.92,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.6069,22.4,25.97
2026-07-24,12014,S08,Nagpur,7,822,166.0,578,0.5871428571428572,13,4,0,0,22.4,-5.720000000000002,7.36,112.25,106.53,-5.719999999999999,0.162,1,0,31.1,7.23,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.591552298467688,19.92,25.97
2026-07-24,12014,S09,Raipur,8,988,119.0,412,0.7057142857142857,15,4,0,0,19.92,-2.479999999999997,7.42,80.47,77.99,-2.480000000000004,0.186,1,0,25.8,7.26,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.54272,28.13,25.97
2026-07-24,12014,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,17,4,1,0,28.13,8.209999999999997,8.35,89.26,97.47,8.209999999999994,0.66,0,0,25.1,9.63,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.693224516988675,25.97,25.97
2026-07-24,12014,S11,Cuttack,10,1239,161.0,161,0.885,18,4,1,0,25.97,-2.16,8.75,108.87,106.72,-2.1500000000000057,0.727,0,0,34.5,9.43,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7306,25.97,25.97
2026-07-24,12014,S12,Bhubaneswar,11,1400,,0,1.0,20,4,1,0,25.97,0.0,0.0,,,,0.655,0,0,26.9,9.01,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,,25.97
2026-07-25,12014,S01,Delhi,0,0,147.0,1400,0.0,3,5,0,1,4.21,0.0,0.0,99.41,103.62,4.210000000000008,0.173,0,0,24.7,6.43,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,12.75,27.5
2026-07-25,12014,S02,Mathura,1,147,137.0,1253,0.105,5,5,0,1,12.75,8.54,15.5,92.64,101.18,8.540000000000006,0.056,1,0,29.9,9.27,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.460106595602932,14.36,27.5
2026-07-25,12014,S03,Agra,2,284,59.0,1116,0.20285714285714285,7,5,1,1,14.36,1.6099999999999994,8.34,39.9,41.51,1.6099999999999994,0.979,1,0,25.3,7.53,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7025383077948035,19.52,27.5
2026-07-25,12014,S04,Gwalior,3,343,151.0,1057,0.245,7,5,1,1,19.52,5.16,8.81,102.11,107.27,5.159999999999997,0.528,0,0,18.6,3.42,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.746748834110593,19.74,27.5
2026-07-25,12014,S05,Jhansi,4,494,116.0,906,0.35285714285714287,9,5,1,1,19.74,0.21999999999999886,8.31,78.44,78.66,0.21999999999999886,0.8,0,0,21.3,3.61,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.890953333333334,13.9,27.5
2026-07-25,12014,S06,Bhopal,5,610,65.0,790,0.4357142857142857,11,5,0,1,13.9,-5.839999999999998,8.93,43.96,38.11,-5.850000000000001,0.303,0,0,23.2,7.29,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.722413333333334,11.45,27.5
2026-07-25,12014,S07,Itarsi,6,675,147.0,725,0.48214285714285715,12,5,0,1,11.45,-2.450000000000001,5.78,99.41,96.95,-2.4599999999999937,0.139,0,0,32.7,6.49,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.6069,17.0,27.5
2026-07-25,12014,S08,Nagpur,7,822,166.0,578,0.5871428571428572,13,5,0,1,17.0,5.550000000000001,8.73,112.25,117.8,5.549999999999997,0.15,1,0,32.0,5.37,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.591552298467688,18.38,27.5
2026-07-25,12014,S09,Raipur,8,988,119.0,412,0.7057142857142857,15,5,0,1,18.38,1.379999999999999,7.69,80.47,81.85,1.3799999999999955,0.133,0,0,27.4,4.06,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.54272,21.56,27.5
2026-07-25,12014,S10,Sambalpur,9,1107,132.0,293,0.7907142857142857,17,5,1,1,21.56,3.1799999999999997,6.21,89.26,92.44,3.1799999999999926,0.834,1,0,25.9,3.97,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.693224516988675,27.5,27.5
2026-07-25,12014,S11,Cuttack,10,1239,161.0,161,0.885,19,5,1,1,27.5,5.940000000000001,11.08,108.87,114.81,5.939999999999998,0.837,1,0,30.1,7.31,1.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,5.7306,27.5,27.5
2026-07-25,12014,S12,Bhubaneswar,11,1400,,0,1.0,21,5,0,1,27.5,0.0,0.0,,,,0.263,0,0,31.8,8.02,0.0,88.72704429250967,0.6072819873135887,0.2121300768615294,13.00676388888889,8.795710261168,0.0,,27.5
