date,train_id,station_seq,station_id,station_name,cum_distance_km,distance_to_next_km,hour_of_day,day_of_week,current_delay_min,dwell_time_min,sched_section_min,actual_section_min,congestion_level,is_rain,is_fog,temperature_c,visibility_km,avg_speed_kmph,train_congestion_sensitivity,train_recovery_rate
2026-07-16,12008,5,S06,Bhopal,610,65.0,1,4,22.82,4.55,65.33,54.78,0.085,1,0,23.8,3.17,59.7,1.313,0.424
2026-07-24,12019,0,S01,Delhi,0,147.0,23,4,9.82,0.0,148.0,157.81,,0,0,,8.85,59.6,0.728,0.472
2026-07-26,12004,1,S02,Mathura,147,137.0,5,6,30.09,9.14,180.28,194.34,0.106,1,0,33.2,6.05,45.6,0.319,0.269
2026-06-06,12007,0,S01,Delhi,0,147.0,13,5,-6.45,0.0,106.39,99.94,0.014,0,0,17.7,8.11,82.9,0.774,0.478
2026-06-13,12008,0,S01,Delhi,0,147.0,14,5,9.26,0.0,147.75,157.02,,0,0,21.1,6.29,59.7,1.313,0.424
2026-06-13,12012,10,S11,Cuttack,1239,161.0,7,6,0.61,9.21,130.02,131.31,0.862,0,0,28.6,5.46,74.3,0.414,0.311
2026-06-28,12003,3,S04,Gwalior,343,151.0,7,6,25.68,8.2,126.43,140.2,0.949,1,0,15.9,7.65,71.7,1.029,0.251
2026-07-28,12018,2,S03,Agra,284,59.0,2,2,10.36,5.32,48.43,48.52,0.072,0,0,41.9,9.12,73.1,0.562,0.325
2026-07-03,12015,6,S07,Itarsi,675,147.0,23,4,18.41,3.13,137.3,141.74,0.168,0,0,28.0,8.63,64.2,0.429,0.209
2026-06-01,12006,1,S02,Mathura,147,137.0,14,0,-0.66,3.33,131.31,118.37,0.163,0,0,22.5,7.86,62.6,0.55,0.37
2026-07-13,12016,11,S12,Bhubaneswar,1400,,7,1,15.35,0.0,,,0.794,1,0,30.1,5.23,66.4,1.025,0.362
2026-06-20,12005,3,S04,Gwalior,343,151.0,8,5,21.25,5.06,139.8,155.58,0.821,0,0,27.8,4.92,64.8,0.894,0.21
2026-07-08,12017,0,S01,Delhi,0,147.0,9,2,21.61,0.0,159.51,181.11,0.955,0,0,25.0,5.49,55.3,0.648,0.248
2026-06-11,12000,7,S08,Nagpur,822,166.0,20,3,37.56,7.01,138.24,144.64,0.981,0,0,24.1,5.95,72.1,0.518,0.255
2026-06-16,12024,1,S02,Mathura,147,137.0,14,1,-5.84,2.86,121.56,120.71,0.115,0,0,36.2,3.48,67.6,0.587,0.243
2026-07-11,12024,2,S03,Agra,284,59.0,16,5,25.71,3.02,52.35,52.49,0.385,1,0,32.5,5.87,67.6,0.587,0.243
2026-07-26,12002,0,S01,Delhi,0,147.0,21,6,4.73,0.0,172.01,176.73,0.257,0,0,30.4,8.57,51.3,1.242,0.26
2026-06-25,12001,8,S09,Raipur,988,119.0,23,3,12.49,2.87,98.45,87.11,0.208,1,0,21.2,5.42,72.5,0.328,0.357
2026-06-14,12009,3,S04,Gwalior,343,151.0,22,6,13.0,4.06,110.09,117.27,0.079,0,0,26.0,9.71,82.3,0.637,0.363
2026-07-10,12013,6,S07,Itarsi,675,147.0,19,4,30.3,8.28,113.32,127.64,0.944,0,0,30.9,3.29,77.8,1.365,0.342
2026-06-26,12024,7,S08,Nagpur,822,166.0,0,5,21.48,7.73,147.29,154.79,0.146,1,0,37.0,5.87,67.6,0.587,0.243
2026-07-27,12014,7,S08,Nagpur,822,166.0,13,0,30.4,5.85,112.25,116.25,0.137,0,0,35.1,5.72,88.7,0.607,0.212
2026-07-20,12017,5,S06,Bhopal,610,65.0,21,0,23.58,4.19,70.53,74.43,0.567,1,0,17.6,7.14,55.3,0.648,0.248
2026-07-17,12012,1,S02,Mathura,147,137.0,15,4,12.38,6.96,110.63,114.84,0.267,1,0,38.2,4.3,74.3,0.414,0.311
2026-06-11,12012,9,S10,Sambalpur,1107,132.0,5,4,2.71,10.19,106.6,113.16,0.275,1,0,30.5,7.61,74.3,0.414,0.311
2026-07-27,12016,5,S06,Bhopal,610,65.0,18,0,9.32,7.15,58.74,61.27,0.828,0,0,26.9,8.87,66.4,1.025,0.362
2026-06-17,12024,4,S05,Jhansi,494,116.0,19,2,13.14,3.58,102.93,102.43,0.687,1,0,27.5,3.52,67.6,0.587,0.243
2026-06-28,12016,8,S09,Raipur,988,119.0,0,0,9.7,4.83,107.54,111.01,0.153,1,0,34.5,6.94,66.4,1.025,0.362
2026-06-28,12000,9,S10,Sambalpur,1107,132.0,23,6,10.55,5.18,109.92,113.42,0.266,1,0,20.9,3.62,72.1,0.518,0.255
2026-06-27,12016,11,S12,Bhubaneswar,1400,,7,6,11.54,0.0,,,0.65,1,0,38.2,,66.4,1.025,0.362
2026-07-13,12009,2,S03,Agra,284,59.0,21,0,8.99,6.18,43.02,34.22,,0,0,,3.44,82.3,0.637,0.363
2026-07-18,12006,4,S05,Jhansi,494,116.0,20,5,13.28,6.91,111.19,112.14,0.53,0,0,32.7,7.39,62.6,0.55,0.37
2026-06-24,12011,1,S02,UNKNOWN,147,137.0,5,2,9.11,5.44,100.62,115.95,0.223,1,0,15.1,6.48,81.7,1.175,0.431
2026-07-10,12021,3,S04,Gwalior,343,151.0,4,5,11.79,10.59,135.59,131.26,0.115,0,0,35.8,7.54,66.8,0.623,0.273
2026-06-30,12001,4,S05,Jhansi,494,116.0,15,1,12.28,5.63,95.97,99.79,0.063,0,0,29.4,3.35,72.5,0.328,0.357
2026-06-13,12000,7,S08,Nagpur,822,166.0,19,5,8.35,8.65,138.24,140.15,0.626,0,0,30.0,5.65,72.1,0.518,0.255
2026-07-24,12012,4,S05,Jhansi,494,116.0,20,4,13.25,6.1,93.68,93.84,0.683,1,0,10.0,3.66,74.3,0.414,0.311
2026-06-27,12011,8,S09,Raipur,988,119.0,16,5,14.81,6.17,87.4,94.33,0.58,1,0,19.0,9.03,81.7,1.175,0.431
2026-06-17,12017,1,S02,Mathura,147,137.0,12,2,11.71,3.91,148.65,158.69,0.187,0,0,,8.69,55.3,0.648,0.248
2026-06-26,12010,2,S03,Agra,284,59.0,23,4,16.01,3.59,60.69,58.63,0.271,1,0,31.1,7.35,58.3,0.774,0.288
2026-07-07,12002,7,S08,Nagpur,822,166.0,14,2,29.2,5.47,194.24,188.68,0.252,0,0,,9.51,51.3,1.242,0.26
2026-07-09,12001,2,S03,Agra,284,59.0,12,3,11.36,4.05,48.81,42.81,0.242,0,0,30.5,4.22,72.5,0.328,0.357
2026-07-30,12023,9,S10,Sambalpur,1107,132.0,15,3,34.38,2.71,102.79,113.15,0.293,1,0,21.6,8.07,77.1,1.497,0.28
2026-07-25,12016,1,S02,Mathura,147,137.0,11,5,4.72,5.54,123.81,111.2,0.325,0,0,22.3,4.47,66.4,1.025,0.362
2026-07-27,12011,4,S05,Jhansi,494,116.0,10,0,13.43,6.05,85.19,86.06,0.392,1,0,28.5,6.12,81.7,1.175,0.431
2026-06-15,12001,9,S10,Sambalpur,1107,132.0,0,1,0.91,8.15,109.2,106.59,0.082,0,0,26.0,8.23,72.5,0.328,0.357
2026-06-07,12007,4,S05,Jhansi,494,116.0,20,6,11.29,5.6,83.95,78.29,0.747,0,0,33.6,,82.9,0.774,0.478
2026-07-29,12024,9,S10,Sambalpur,1107,132.0,5,3,17.35,3.66,117.12,126.93,0.27,1,0,23.1,3.98,67.6,0.587,0.243
2026-06-06,12023,10,S11,Cuttack,1239,161.0,17,5,46.67,3.82,125.37,148.45,0.959,1,0,25.2,7.34,77.1,1.497,0.28
2026-07-15,12004,1,S02,Mathura,147,137.0,4,2,5.56,6.72,180.28,180.89,0.144,0,0,29.3,9.84,45.6,0.319,0.269
2026-07-04,12004,1,S02,Mathura,147,137.0,5,5,23.35,8.33,180.28,183.63,0.154,1,0,,,45.6,0.319,0.269
2026-06-07,12012,3,S04,Gwalior,343,151.0,18,6,18.28,6.19,121.94,129.12,0.826,0,0,18.9,6.06,74.3,0.414,0.311
2026-06-02,12012,7,S08,Nagpur,822,166.0,1,2,20.69,11.32,134.05,126.13,0.119,0,0,27.5,7.12,74.3,0.414,0.311
2026-06-01,12000,6,S07,Itarsi,675,147.0,17,0,8.24,5.92,122.41,125.77,0.503,1,0,33.1,7.64,72.1,0.518,0.255
2026-07-11,12015,8,S09,Raipur,988,119.0,4,6,16.24,4.28,111.15,102.28,0.293,0,0,30.7,6.3,64.2,0.429,0.209
2026-07-28,12015,8,S09,Raipur,988,119.0,4,2,28.07,4.92,111.15,114.89,0.223,1,0,,,64.2,0.429,0.209
2026-06-16,12010,4,S05,Jhansi,494,116.0,2,2,22.25,4.53,119.32,128.82,0.128,1,0,25.8,8.06,58.3,0.774,0.288
2026-07-19,12002,3,S04,Gwalior,343,151.0,4,0,16.06,6.51,176.69,174.1,0.095,0,0,14.2,9.32,51.3,1.242,0.26
2026-06-12,12007,2,S03,Agra,284,59.0,17,4,3.64,6.92,42.7,42.27,0.878,0,0,19.5,8.44,82.9,0.774,0.478
2026-06-14,12014,10,S11,Cuttack,1239,161.0,18,6,31.26,7.39,108.87,113.33,0.55,1,0,22.6,9.26,88.7,0.607,0.212
2026-06-08,12006,3,S04,Gwalior,343,151.0,17,0,13.4,6.27,144.73,139.21,0.814,0,0,36.4,5.84,62.6,0.55,0.37
2026-07-09,12003,10,S11,Cuttack,1239,161.0,21,3,29.61,5.01,134.81,126.12,0.324,0,0,22.5,3.26,71.7,1.029,0.251
2026-06-24,12002,3,S04,Gwalior,343,151.0,4,3,17.31,3.8,176.69,178.6,0.244,1,0,31.5,5.33,51.3,1.242,0.26
2026-06-02,12024,3,S04,Gwalior,343,151.0,17,1,14.74,7.19,133.98,148.07,0.824,0,0,25.0,9.16,67.6,0.587,0.243
2026-06-13,12013,3,S04,Gwalior,343,151.0,15,5,16.26,5.76,116.4,122.46,0.28,1,0,,4.42,77.8,1.365,0.342
2026-06-24,12010,10,S11,Cuttack,1239,161.0,16,3,8.81,5.19,165.6,161.39,0.223,0,0,22.7,4.54,58.3,0.774,0.288
2026-06-21,12003,4,S05,Jhansi,494,116.0,9,6,7.35,3.19,97.13,96.6,0.773,1,0,24.1,4.9,71.7,1.029,0.251
2026-07-16,12004,4,S05,Jhansi,494,116.0,13,3,28.29,7.28,152.64,146.82,0.151,0,0,7.9,8.06,45.6,0.319,0.269
2026-07-05,12020,3,S04,Gwalior,343,151.0,17,6,0.7,7.45,163.96,159.12,0.943,0,0,29.8,4.29,55.3,0.308,0.353
2026-06-18,12013,9,S10,Sambalpur,1107,132.0,1,4,22.27,4.82,101.76,104.44,0.023,1,0,29.9,6.69,77.8,1.365,0.342
2026-07-27,12023,10,S11,Cuttack,1239,161.0,17,0,31.19,5.28,125.37,141.39,0.94,1,0,19.6,8.11,77.1,1.497,0.28
2026-06-16,12009,10,S11,Cuttack,1239,161.0,9,2,11.73,6.87,117.39,121.05,0.878,0,0,,3.57,82.3,0.637,0.363
2026-07-26,12000,0,S01,Delhi,0,147.0,7,6,10.96,0.0,122.41,133.37,0.618,1,0,34.9,4.95,72.1,0.518,0.255
2026-07-17,12016,1,S02,Mathura,147,137.0,11,4,1.7,9.29,123.81,113.95,0.436,0,0,22.1,9.36,66.4,1.025,0.362
2026-07-12,12024,7,S08,Nagpur,822,166.0,0,0,2.36,3.09,147.29,139.63,0.188,0,0,32.4,9.77,67.6,0.587,0.243
2026-07-17,12010,11,S12,Bhubaneswar,1400,,19,5,16.6,0.0,,,0.541,0,0,,6.84,58.3,0.774,0.288
2026-06-23,12003,4,S05,???,494,116.0,10,1,21.38,5.7,97.13,101.84,0.227,1,0,32.5,9.92,71.7,1.029,0.251
2026-06-18,12006,5,S06,Bhopal,610,65.0,22,3,19.92,6.42,62.3,52.63,0.298,1,0,24.1,7.56,62.6,0.55,0.37
2026-06-26,12019,5,S06,Bhopal,610,65.0,10,5,1.92,3.73,65.44,61.62,0.501,0,0,29.8,9.93,59.6,0.728,0.472
2026-06-16,12013,10,S11,Cuttack,1239,161.0,3,2,8.77,4.65,124.11,112.16,0.037,1,0,17.3,8.21,77.8,1.365,0.342
2026-06-29,12006,1,S02,Mathura,147,137.0,14,0,2.41,2.99,131.31,136.15,0.014,0,0,24.5,7.42,62.6,0.55,0.37
2026-07-08,12022,5,S06,Bhopal,610,65.0,11,3,8.46,7.61,71.11,69.23,0.437,0,0,27.5,,54.8,0.605,0.274
2026-06-07,12002,10,S11,Cuttack,1239,161.0,22,0,34.79,3.75,188.39,169.24,0.17,1,0,27.8,3.18,51.3,1.242,0.26
2026-07-25,12019,7,S08,Nagpur,822,166.0,13,6,9.05,3.56,167.13,164.19,0.079,1,0,31.6,8.84,59.6,0.728,0.472
2026-06-14,12022,10,S11,Cuttack,1239,161.0,23,0,18.3,7.17,176.13,171.17,0.034,0,0,25.8,3.94,54.8,0.605,0.274
2026-06-07,12012,4,S05,Jhansi,494,116.0,20,6,21.37,11.16,93.68,96.77,0.842,1,0,35.9,8.06,74.3,0.414,0.311
2026-06-23,12001,0,S01,Delhi,0,147.0,8,1,0.42,0.0,121.61,122.03,0.983,0,0,20.2,7.87,72.5,0.328,0.357
2026-06-20,12018,1,S02,Mathura,147,137.0,0,6,2.66,5.18,112.45,112.64,0.134,1,0,28.5,5.37,73.1,0.562,0.325
2026-06-16,12013,0,S01,Delhi,0,147.0,10,1,9.61,0.0,113.32,122.93,0.348,0,0,32.0,3.99,77.8,1.365,0.342
2026-06-09,12005,10,S11,Cuttack,1239,161.0,23,1,54.44,4.3,149.06,161.49,0.148,1,0,29.1,7.68,64.8,0.894,0.21
2026-06-21,12003,2,S03,Agra,284,59.0,6,6,11.48,4.18,49.4,49.46,0.278,0,0,22.1,8.23,71.7,1.029,0.251
2026-06-28,12024,0,S01,Delhi,0,147.0,12,6,7.44,0.0,130.43,137.87,0.227,1,0,26.3,5.53,67.6,0.587,0.243
2026-06-01,12015,9,S10,Sambalpur,1107,132.0,6,1,12.1,4.93,123.29,128.9,0.136,1,0,22.0,6.84,64.2,0.429,0.209
2026-06-07,12019,3,S04,Gwalior,343,151.0,5,0,-0.03,4.21,152.02,155.28,0.265,0,0,36.1,4.7,59.6,0.728,0.472
2026-06-14,12005,7,S08,Nagpur,822,166.0,16,6,23.39,3.66,153.69,155.1,0.54,1,0,31.6,7.34,64.8,0.894,0.21
2026-06-03,12008,11,S12,Bhubaneswar,1400,,15,3,14.05,0.0,,,0.211,0,0,29.4,4.89,59.7,1.313,0.424
2026-07-01,12012,4,S05,Jhansi,494,116.0,20,2,16.07,6.02,93.68,100.7,0.509,1,0,31.5,9.5,74.3,0.414,0.311
2026-07-17,12007,11,S12,Bhubaneswar,1400,,7,5,6.97,0.0,,,0.724,0,0,39.3,5.07,82.9,0.774,0.478
2026-07-26,12013,3,S04,Gwalior,343,151.0,14,6,13.79,6.6,116.4,119.39,0.272,0,0,22.3,3.19,77.8,1.365,0.342
2026-06-17,12023,3,S04,Gwalior,343,151.0,4,2,11.4,3.15,117.58,123.34,0.16,0,0,25.2,8.82,77.1,1.497,0.28
2026-06-10,12013,5,S06,Bhopal,610,65.0,18,2,13.56,7.86,50.11,48.92,0.91,1,0,37.9,9.31,77.8,1.365,0.342
2026-07-08,12024,0,S01,Delhi,0,147.0,12,2,3.39,0.0,130.43,133.82,0.221,0,0,26.1,9.33,67.6,0.587,0.243
2026-06-07,12022,8,S09,Raipur,988,119.0,18,0,14.52,5.19,130.19,130.99,0.728,0,0,31.3,7.48,54.8,0.605,0.274
2026-07-01,12000,4,S05,Jhansi,494,116.0,15,2,19.5,5.89,96.6,100.07,0.205,1,0,32.3,3.76,72.1,0.518,0.255
2026-07-22,12003,7,S08,Nagpur,822,166.0,14,2,10.68,4.26,138.99,139.25,0.288,0,0,20.3,4.77,71.7,1.029,0.251
2026-07-08,12023,2,S03,Agra,284,59.0,4,2,12.43,2.95,45.94,42.94,0.167,1,0,31.5,6.85,77.1,1.497,0.28
2026-07-25,12009,10,S11,Cuttack,1239,161.0,10,6,17.74,4.39,117.39,117.12,0.302,0,0,19.8,,82.3,0.637,0.363
2026-07-12,12000,11,S12,Bhubaneswar,1400,,4,0,,0.0,,,0.159,0,0,20.3,,72.1,0.518,0.255
2026-06-02,12023,11,S12,Bhubaneswar,1400,,19,1,30.54,0.0,,,0.879,0,0,34.0,,77.1,1.497,0.28
2026-06-25,12016,11,S12,Bhubaneswar,1400,,7,4,15.39,0.0,,,0.901,0,0,24.9,6.66,66.4,1.025,0.362
2026-06-14,12024,9,S10,Sambalpur,1107,132.0,5,0,25.41,2.81,117.12,118.42,0.255,0,0,25.4,6.05,67.6,0.587,0.243
2026-06-17,12013,0,S01,Delhi,0,147.0,10,2,11.36,0.0,113.32,124.68,0.399,1,0,23.3,6.93,77.8,1.365,0.342
2026-07-10,12020,3,S04,Gwalior,343,151.0,17,4,-0.62,8.82,163.96,165.34,0.538,0,0,29.9,9.48,55.3,0.308,0.353
2026-07-22,12004,7,S08,Nagpur,822,166.0,20,2,20.61,7.11,218.44,216.38,0.741,0,0,43.2,6.63,45.6,0.319,0.269
2026-07-26,12017,7,S08,Nagpur,822,166.0,1,0,33.26,4.56,180.12,185.65,0.012,1,0,22.1,7.04,55.3,0.648,0.248
2026-07-14,12011,3,S04,Gwalior,343,151.0,8,1,22.48,7.07,110.9,119.31,0.824,1,0,23.9,6.0,81.7,1.175,0.431
2026-06-12,12004,11,S12,Bhubaneswar,1400,,9,5,0.27,0.0,,,0.591,1,0,34.0,5.87,45.6,0.319,0.269
2026-06-05,12024,8,S09,Raipur,988,119.0,3,5,21.8,2.63,105.59,108.74,0.098,0,0,30.8,4.49,67.6,0.587,0.243
2026-06-23,12004,10,S11,Cuttack,1239,161.0,6,2,21.49,6.3,211.86,233.85,0.017,1,0,27.1,8.68,45.6,0.319,0.269
2026-07-22,12005,3,S04,Gwalior,343,151.0,9,2,30.11,4.94,139.8,156.57,0.841,1,0,28.8,9.79,64.8,0.894,0.21
2026-06-10,12023,6,S07,Itarsi,675,147.0,9,2,25.67,4.17,114.47,133.55,0.885,1,0,26.6,7.9,77.1,1.497,0.28
2026-07-05,12021,9,S10,Sambalpur,1107,132.0,16,0,10.27,5.95,118.53,126.44,0.566,0,0,31.3,9.35,66.8,0.623,0.273
2026-07-30,12006,6,S07,Itarsi,675,147.0,22,3,20.39,4.2,140.9,160.69,0.165,1,0,30.7,6.72,62.6,0.55,0.37
2026-07-03,12005,0,S01,Delhi,0,147.0,3,4,10.07,0.0,136.1,146.17,0.056,0,0,22.6,5.11,64.8,0.894,0.21
2026-06-26,12010,8,S09,Raipur,988,119.0,12,5,27.65,3.51,122.4,113.62,0.021,1,0,28.6,3.49,58.3,0.774,0.288
2026-07-18,12002,1,S02,Mathura,147,137.0,0,6,22.04,6.45,160.31,176.94,0.049,1,0,34.6,3.35,51.3,1.242,0.26
2026-06-22,12008,0,S01,Delhi,0,147.0,14,0,-0.68,0.0,147.75,147.08,0.167,0,0,35.2,3.21,59.7,1.313,0.424
2026-07-05,12011,11,S12,Bhubaneswar,1400,,22,6,9.27,0.0,,,0.097,1,0,36.5,4.61,81.7,1.175,0.431
2026-07-16,12024,3,S04,Gwalior,343,151.0,17,3,18.95,3.33,133.98,144.03,0.937,0,0,25.1,9.05,67.6,0.587,0.243
2026-06-24,12003,9,S10,Sambalpur,1107,132.0,19,2,10.15,3.9,110.52,98.41,0.518,0,0,31.5,3.46,71.7,1.029,0.251
2026-06-04,12011,5,S06,Bhopal,610,65.0,11,3,15.09,8.41,47.74,47.89,0.309,1,0,33.6,3.7,81.7,1.175,0.431
2026-07-19,12005,2,S03,Agra,284,59.0,7,6,12.58,4.91,54.62,59.13,0.905,0,0,35.0,6.83,64.8,0.894,0.21
2026-06-28,12015,2,S03,Agra,284,59.0,16,6,-0.35,6.04,55.11,60.29,0.553,1,0,25.7,8.72,64.2,0.429,0.209
2026-06-24,12005,2,S03,Agra,284,59.0,8,2,12.04,3.49,54.62,53.11,0.523,0,0,18.4,7.4,64.8,0.894,0.21
2026-07-11,12016,1,S02,Mathura,147,137.0,11,5,20.03,6.77,123.81,135.32,0.562,1,0,30.4,3.6,66.4,1.025,0.362
2026-06-07,12015,6,S07,Itarsi,675,147.0,23,6,23.97,3.54,137.3,136.77,0.218,0,0,22.2,8.14,64.2,0.429,0.209
2026-06-15,12022,9,S10,Sambalpur,1107,132.0,20,1,35.15,5.96,144.41,162.23,0.506,1,0,22.1,5.98,54.8,0.605,0.274
2026-06-11,12006,9,S10,Sambalpur,1107,132.0,6,4,15.08,3.03,126.52,125.06,0.124,1,0,22.4,6.9,62.6,0.55,0.37
2026-06-09,12004,5,S06,Bhopal,610,65.0,15,1,8.83,8.93,85.53,82.96,0.011,0,0,,7.09,45.6,0.319,0.269
2026-07-01,12017,8,S09,Raipur,988,119.0,4,3,16.45,3.25,129.12,125.83,0.131,0,0,15.5,4.85,55.3,0.648,0.248
2026-07-03,12004,6,S07,Itarsi,675,147.0,17,4,17.27,7.99,193.43,207.82,0.671,1,0,37.6,3.15,45.6,0.319,0.269
2026-07-17,12001,5,S06,Bhopal,610,65.0,17,4,11.37,6.4,53.78,46.13,0.558,0,0,29.7,8.91,72.5,0.328,0.357
2026-07-07,12004,7,S08,Nagpur,822,166.0,20,1,28.76,8.46,218.44,218.12,0.659,1,0,31.4,6.69,45.6,0.319,0.269
2026-06-06,12008,9,S10,Sambalpur,1107,132.0,10,6,21.15,5.19,132.68,127.48,0.579,0,0,30.6,3.6,59.7,1.313,0.424
2026-06-15,12015,11,S12,Bhubaneswar,1400,,10,1,-2.57,0.0,,,0.393,1,0,24.7,3.12,64.2,0.429,0.209
2026-06-28,12008,9,S10,Sambalpur,1107,132.0,10,0,25.21,5.76,132.68,132.32,,0,0,14.2,5.58,59.7,1.313,0.424
2026-06-26,12001,10,S11,Cuttack,1239,161.0,2,5,11.95,2.45,133.2,121.56,0.233,0,0,28.0,3.72,72.5,0.328,0.357
2026-06-20,12023,11,S12,Bhubaneswar,1400,,19,5,33.12,0.0,,,0.841,0,0,25.2,6.88,77.1,1.497,0.28
2026-06-05,12017,0,S01,Delhi,0,147.0,9,4,,0.0,159.51,174.09,0.571,1,0,,4.93,55.3,0.648,0.248
2026-06-11,12017,9,S10,Sambalpur,1107,132.0,6,4,4.76,2.94,143.23,151.62,0.04,1,0,27.4,,55.3,0.648,0.248
2026-07-03,12020,8,S09,Raipur,988,119.0,5,5,23.9,4.26,129.21,119.54,0.011,0,0,17.1,6.64,55.3,0.308,0.353
2026-07-27,12023,2,S03,Agra,284,59.0,3,0,2.91,2.89,45.94,48.41,0.246,0,0,23.2,5.68,77.1,1.497,0.28
2026-06-16,12013,5,S06,Bhopal,610,65.0,18,1,15.33,7.66,50.11,52.66,0.837,0,0,28.4,4.7,77.8,1.365,0.342
2026-07-11,12008,6,S07,Itarsi,675,147.0,2,6,6.13,4.85,147.75,140.63,0.128,0,0,25.3,7.93,59.7,1.313,0.424
2026-07-21,12018,1,S02,Mathura,147,137.0,0,2,8.2,4.82,112.45,114.14,0.071,0,0,27.5,6.96,73.1,0.562,0.325
2026-06-04,12020,6,S07,Itarsi,675,147.0,23,3,6.94,5.42,159.62,163.06,0.203,0,0,24.2,3.92,55.3,0.308,0.353
2026-07-04,12006,4,S05,Jhansi,494,116.0,20,5,29.59,8.62,111.19,122.63,0.919,1,0,27.2,6.87,62.6,0.55,0.37
2026-06-25,12009,6,S07,Itarsi,675,147.0,2,4,4.29,4.05,107.18,104.26,0.291,0,0,27.1,3.95,82.3,0.637,0.363
2026-06-20,12004,9,S10,Sambalpur,1107,132.0,3,6,20.41,6.84,173.7,167.78,0.084,0,0,17.4,4.41,45.6,0.319,0.269
2026-06-13,12020,2,S03,Agra,284,59.0,15,5,-5.19,6.19,64.06,67.8,0.257,0,0,22.9,3.42,55.3,0.308,0.353
2026-06-09,12000,6,S07,Itarsi,675,147.0,17,1,18.96,5.8,122.41,135.53,0.596,1,0,33.0,3.37,72.1,0.518,0.255
2026-07-21,12009,7,S08,Nagpur,822,166.0,4,2,0.04,5.17,121.03,114.52,,0,0,25.3,7.41,82.3,0.637,0.363
2026-07-22,12019,8,S09,Raipur,988,119.0,16,3,21.31,3.15,119.81,122.57,0.422,0,0,21.1,9.21,59.6,0.728,0.472
2026-07-02,12002,5,S06,Bhopal,610,65.0,9,4,30.45,3.39,76.06,85.14,0.539,1,0,22.4,4.09,51.3,1.242,0.26
2026-07-29,12021,11,S12,Bhubaneswar,1400,,21,3,11.26,0.0,,,0.303,1,0,25.4,4.96,66.8,0.623,0.273
2026-06-24,12004,2,S03,Agra,284,59.0,8,2,21.38,6.2,77.64,74.47,0.669,1,0,28.1,6.08,45.6,0.319,0.269
2026-07-08,12008,6,S07,Itarsi,675,147.0,2,3,12.46,5.42,147.75,140.95,0.115,0,0,25.1,3.87,59.7,1.313,0.424
2026-07-15,12019,5,S06,Bhopal,610,65.0,10,3,6.84,4.14,65.44,56.34,0.29,0,0,32.1,,59.6,0.728,0.472
2026-07-14,12007,1,S02,Mathura,147,137.0,15,1,10.64,5.25,99.15,102.7,0.17,1,0,21.3,8.08,82.9,0.774,0.478
2026-06-11,12023,7,S08,Nagpur,822,166.0,11,3,32.11,6.18,129.26,136.86,0.47,0,0,33.5,6.34,77.1,1.497,0.28
2026-06-09,12002,0,S01,Delhi,0,147.0,21,1,9.01,0.0,172.01,181.02,0.473,0,0,25.9,6.43,51.3,1.242,0.26
2026-07-07,12010,3,S04,Gwalior,343,151.0,0,2,0.48,5.2,155.32,140.2,0.186,0,0,25.6,8.27,58.3,0.774,0.288
2026-06-29,12022,5,S06,Bhopal,610,65.0,11,1,30.66,5.17,71.11,69.86,0.574,1,0,23.4,,54.8,0.605,0.274
2026-06-17,12022,2,S03,Agra,284,59.0,4,3,3.8,4.46,64.55,68.73,0.129,1,0,37.3,6.03,54.8,0.605,0.274
2026-07-26,12020,11,S12,Bhubaneswar,1400,,13,0,15.79,0.0,,,0.294,1,0,22.1,5.41,55.3,0.308,0.353
2026-06-07,12006,7,S08,Nagpur,822,166.0,1,0,14.45,4.57,159.11,165.79,0.147,0,0,28.2,9.78,62.6,0.55,0.37
2026-07-11,12021,4,S05,Jhansi,494,116.0,7,6,23.53,8.13,104.16,108.86,0.588,0,0,37.5,6.92,66.8,0.623,0.273
2026-06-23,12020,3,S04,Gwalior,343,151.0,17,1,21.25,5.45,163.96,177.96,0.511,1,0,30.8,6.04,55.3,0.308,0.353
2026-07-01,12013,1,S02,Mathura,147,137.0,12,2,21.0,8.41,105.61,113.36,0.273,1,0,35.0,6.78,77.8,1.365,0.342
2026-07-09,12021,7,S08,Nagpur,822,166.0,12,4,9.65,6.44,149.06,150.12,0.165,0,0,,9.24,66.8,0.623,0.273
2026-06-06,12018,4,S05,Jhansi,494,116.0,5,6,7.2,3.52,95.22,90.39,0.011,0,0,29.1,,73.1,0.562,0.325
2026-06-23,12009,5,S06,Bhopal,610,65.0,1,2,2.18,5.12,47.39,45.11,0.013,0,0,24.6,6.74,82.3,0.637,0.363
2026-07-24,12006,11,S12,Bhubaneswar,1400,,11,5,20.6,0.0,,,0.232,0,0,32.4,5.45,62.6,0.55,0.37
2026-07-01,12000,0,S01,Delhi,0,147.0,7,2,5.57,0.0,122.41,127.99,0.74,0,0,25.7,,72.1,0.518,0.255
2026-07-16,12022,9,S10,Sambalpur,1107,132.0,20,4,21.41,7.46,144.41,152.18,0.727,0,0,20.8,4.81,54.8,0.605,0.274
2026-06-21,12022,1,S02,Mathura,147,137.0,2,0,22.86,4.5,149.88,164.83,0.236,1,0,35.8,8.16,54.8,0.605,0.274
2026-06-19,12022,0,S01,Delhi,0,147.0,23,4,-5.62,0.0,160.82,155.19,0.017,0,0,,5.72,54.8,0.605,0.274
